surname,firstname,distance,technique,track length,time
MACNEIL,Margaret,200,Freestyle,50,2:03.75
MACNEIL,Margaret,200,Freestyle,25,2:00.06
MACNEIL,Margaret,100,Breaststroke,50,1:19.65
MACNEIL,Margaret,50,Butterfly,50,26.96
MACNEIL,Margaret,50,Butterfly,25,24.4
MACNEIL,Margaret,100,Butterfly,50,55.27
MACNEIL,Margaret,100,Butterfly,25,54.59
MCINTOSH,Summer,50,Freestyle,50,27.17
MCINTOSH,Summer,50,Freestyle,25,27.43
MCINTOSH,Summer,100,Freestyle,50,54.39
MCINTOSH,Summer,100,Freestyle,25,54.14
MCINTOSH,Summer,200,Freestyle,50,1:53.65
MCINTOSH,Summer,200,Freestyle,25,1:52.63
MCINTOSH,Summer,400,Freestyle,50,3:56.08
MCINTOSH,Summer,400,Freestyle,25,3:52.80
MCINTOSH,Summer,800,Freestyle,50,8:20.19
MCINTOSH,Summer,800,Freestyle,25,8:07.12
MCINTOSH,Summer,1500,Freestyle,50,16:15.19
MCINTOSH,Summer,1500,Freestyle,25,16:17.40
MCINTOSH,Summer,50,Backstroke,50,32.27
MCINTOSH,Summer,50,Backstroke,25,30.04
MCINTOSH,Summer,100,Backstroke,50,1:00.25
MCINTOSH,Summer,100,Backstroke,25,58.11
MCINTOSH,Summer,200,Backstroke,50,2:07.15
MCINTOSH,Summer,200,Backstroke,25,2:02.85
MCINTOSH,Summer,50,Breaststroke,50,35.95
MCINTOSH,Summer,50,Breaststroke,25,34.95
MCINTOSH,Summer,100,Breaststroke,50,1:10.39
MCINTOSH,Summer,100,Breaststroke,25,1:11.95
MCINTOSH,Summer,200,Breaststroke,50,2:29.56
MCINTOSH,Summer,200,Breaststroke,25,2:29.31
MCINTOSH,Summer,50,Butterfly,50,28.64
MCINTOSH,Summer,50,Butterfly,25,27.23
MCINTOSH,Summer,100,Butterfly,50,57.92
MCINTOSH,Summer,100,Butterfly,25,1:00.16
MCINTOSH,Summer,200,Butterfly,50,2:04.06
MCINTOSH,Summer,200,Butterfly,25,2:03.40
MCINTOSH,Summer,100,Medley,25,1:01.53
MCINTOSH,Summer,200,Medley,50,2:06.89
MCINTOSH,Summer,200,Medley,25,2:06.57
MCINTOSH,Summer,400,Medley,50,4:25.87
MCINTOSH,Summer,400,Medley,25,4:21.49
MCINTOSH,Summer,50,Freestyle,50,27.29
MCINTOSH,Summer,50,Freestyle,25,28.31
MCINTOSH,Summer,100,Freestyle,50,53.33
MCINTOSH,Summer,100,Freestyle,25,53.12
MCINTOSH,Summer,200,Freestyle,50,1:53.97
MCINTOSH,Summer,200,Freestyle,25,1:59.58
MCINTOSH,Summer,50,Breaststroke,25,34.88
MCINTOSH,Summer,100,Breaststroke,50,1:14.84
MCINTOSH,Summer,100,Breaststroke,25,1:11.41
MCINTOSH,Summer,50,Butterfly,50,28.61
MCINTOSH,Summer,50,Butterfly,25,28.19
MCINTOSH,Summer,100,Butterfly,50,1:02.08
MCINTOSH,Summer,100,Butterfly,25,1:17.24
MCKEOWN,Kaylee,50,Freestyle,50,26.37
MCKEOWN,Kaylee,50,Freestyle,25,27.95
MCKEOWN,Kaylee,100,Freestyle,50,54.33
MCKEOWN,Kaylee,100,Freestyle,25,1:00.05
MCKEOWN,Kaylee,200,Freestyle,50,1:56.88
MCKEOWN,Kaylee,200,Freestyle,25,1:55.84
MCKEOWN,Kaylee,400,Freestyle,50,4:15.37
MCKEOWN,Kaylee,50,Backstroke,50,26.86
MCKEOWN,Kaylee,50,Backstroke,25,26
MCKEOWN,Kaylee,100,Backstroke,50,57.33
MCKEOWN,Kaylee,100,Backstroke,25,55.49
MCKEOWN,Kaylee,200,Backstroke,50,2:03.14
MCKEOWN,Kaylee,200,Backstroke,25,1:58.94
MCKEOWN,Kaylee,50,Breaststroke,25,36.29
MCKEOWN,Kaylee,100,Breaststroke,50,1:06.86
MCKEOWN,Kaylee,100,Breaststroke,25,1:08.06
MCKEOWN,Kaylee,200,Breaststroke,50,2:24.18
MCKEOWN,Kaylee,50,Butterfly,50,28.44
MCKEOWN,Kaylee,50,Butterfly,25,30.22
MCKEOWN,Kaylee,100,Butterfly,50,1:01.63
MCKEOWN,Kaylee,100,Medley,25,59.14
MCKEOWN,Kaylee,200,Medley,50,2:07.60
MCKEOWN,Kaylee,200,Medley,25,2:03.57
MCKEOWN,Kaylee,400,Medley,50,4:31.74
MEILUTYTE,Ruta,50,Freestyle,50,25.04
MEILUTYTE,Ruta,50,Freestyle,25,24.32
MEILUTYTE,Ruta,100,Freestyle,50,54.94
MEILUTYTE,Ruta,100,Freestyle,25,53.54
MEILUTYTE,Ruta,200,Freestyle,50,2:00.11
MEILUTYTE,Ruta,200,Freestyle,25,2:12.62
MEILUTYTE,Ruta,400,Freestyle,25,4:28.49
MEILUTYTE,Ruta,800,Freestyle,25,9:29.83
MEILUTYTE,Ruta,1500,Freestyle,25,18:13.25
MEILUTYTE,Ruta,50,Backstroke,50,28.78
MEILUTYTE,Ruta,50,Backstroke,25,28.36
MEILUTYTE,Ruta,100,Backstroke,50,1:02.86
MEILUTYTE,Ruta,100,Backstroke,25,1:15.16
MEILUTYTE,Ruta,200,Backstroke,25,2:10.09
MEILUTYTE,Ruta,50,Breaststroke,50,29.16
MEILUTYTE,Ruta,50,Breaststroke,25,28.37
MEILUTYTE,Ruta,100,Breaststroke,50,1:04.35
MEILUTYTE,Ruta,100,Breaststroke,25,1:02.36
MEILUTYTE,Ruta,200,Breaststroke,50,2:25.62
MEILUTYTE,Ruta,200,Breaststroke,25,2:22.21
MEILUTYTE,Ruta,50,Butterfly,50,27.14
MEILUTYTE,Ruta,50,Butterfly,25,26.62
MEILUTYTE,Ruta,100,Medley,25,57.68
MEILUTYTE,Ruta,200,Medley,50,2:12.32
MEILUTYTE,Ruta,200,Medley,25,2:09.55
MEILUTYTE,Ruta,100,Freestyle,50,56.9
MEILUTYTE,Ruta,50,Breaststroke,25,34.96
MEILUTYTE,Ruta,100,Breaststroke,50,1:07.80
MENDES,Mafalda Rocha,50,Freestyle,25,47.56
MENDES,Mafalda Rocha,100,Freestyle,25,1:48.89
MENDES,Mafalda Rocha,200,Freestyle,25,3:55.17
MENDES,Mafalda Rocha,100,Breaststroke,25,2:08.53
O'CALLAGHAN,Mollie,50,Freestyle,50,24.52
O'CALLAGHAN,Mollie,50,Freestyle,25,24.4
O'CALLAGHAN,Mollie,100,Freestyle,50,52.08
O'CALLAGHAN,Mollie,100,Freestyle,25,51.5
O'CALLAGHAN,Mollie,200,Freestyle,50,1:52.85
O'CALLAGHAN,Mollie,200,Freestyle,25,1:55.24
O'CALLAGHAN,Mollie,400,Freestyle,50,4:07.21
O'CALLAGHAN,Mollie,800,Freestyle,50,10:07.99
O'CALLAGHAN,Mollie,50,Backstroke,50,27.38
O'CALLAGHAN,Mollie,50,Backstroke,25,25.49
O'CALLAGHAN,Mollie,100,Backstroke,50,58.42
O'CALLAGHAN,Mollie,100,Backstroke,50,58.42
O'CALLAGHAN,Mollie,100,Backstroke,25,55.62
O'CALLAGHAN,Mollie,200,Backstroke,50,2:08.48
O'CALLAGHAN,Mollie,200,Backstroke,25,2:05.45
O'CALLAGHAN,Mollie,50,Breaststroke,25,45.46
O'CALLAGHAN,Mollie,50,Butterfly,50,27.86
O'CALLAGHAN,Mollie,50,Butterfly,25,35.55
O'CALLAGHAN,Mollie,100,Butterfly,50,1:13.18
O'CALLAGHAN,Mollie,50,Freestyle,50,25.74
O'CALLAGHAN,Mollie,50,Freestyle,25,23.9
O'CALLAGHAN,Mollie,100,Freestyle,50,51.95
O'CALLAGHAN,Mollie,200,Freestyle,50,1:54.80
O'CALLAGHAN,Mollie,200,Freestyle,25,1:52.83
PILATO,Benedetta,50,Freestyle,50,26.21
PILATO,Benedetta,50,Freestyle,25,25.34
PILATO,Benedetta,100,Freestyle,50,1:02.63
PILATO,Benedetta,100,Freestyle,25,58.82
PILATO,Benedetta,200,Freestyle,25,2:09.87
PILATO,Benedetta,50,Backstroke,25,33.99
PILATO,Benedetta,200,Backstroke,25,2:41.90
PILATO,Benedetta,50,Breaststroke,50,29.3
PILATO,Benedetta,50,Breaststroke,25,28.81
PILATO,Benedetta,100,Breaststroke,50,1:05.70
PILATO,Benedetta,100,Breaststroke,25,1:03.55
PILATO,Benedetta,200,Breaststroke,50,2:31.99
PILATO,Benedetta,200,Breaststroke,25,2:23.09
PILATO,Benedetta,50,Butterfly,50,27.2
PILATO,Benedetta,50,Butterfly,25,26.62
PILATO,Benedetta,100,Butterfly,50,1:04.93
PILATO,Benedetta,100,Butterfly,25,1:02.24
PILATO,Benedetta,100,Medley,25,1:03.50
PILATO,Benedetta,200,Medley,50,2:45.25
PILATO,Benedetta,200,Medley,25,2:22.27
PILATO,Benedetta,50,Freestyle,25,26.22
PILATO,Benedetta,100,Freestyle,50,1:01.38
PILATO,Benedetta,100,Freestyle,25,59.88
PILATO,Benedetta,200,Freestyle,25,2:18.00
PILATO,Benedetta,50,Breaststroke,50,31.7
PILATO,Benedetta,50,Breaststroke,25,29.18
PILATO,Benedetta,100,Breaststroke,50,1:05.65
PILATO,Benedetta,100,Breaststroke,25,1:03.03
PILATO,Benedetta,50,Butterfly,25,28.53
PILATO,Benedetta,100,Butterfly,50,1:13.31
PILATO,Benedetta,100,Butterfly,25,1:03.57
PITTET,Amandine,25,Freestyle,25,25.49
PITTET,Amandine,50,Freestyle,25,43.49
PITTET,Amandine,100,Freestyle,25,1:43.99
PITTET,Amandine,200,Freestyle,25,4:09.42
PITTET,Amandine,25,Backstroke,25,26.61
PITTET,Amandine,50,Backstroke,25,53.81
PITTET,Amandine,100,Backstroke,25,1:53.26
PITTET,Amandine,50,Breaststroke,25,53.07
PITTET,Amandine,100,Breaststroke,25,1:53.51
PITTET,Amandine,50,Butterfly,25,57.71
PITTET,Amandine,100,Medley,25,1:59.79
SCHOENMAKER,Tatjana R,50,Freestyle,50,28.36
SCHOENMAKER,Tatjana R,100,Freestyle,50,59.31
SCHOENMAKER,Tatjana R,100,Freestyle,25,1:00.15
SCHOENMAKER,Tatjana R,200,Freestyle,50,2:05.60
SCHOENMAKER,Tatjana R,200,Freestyle,25,2:06.48
SCHOENMAKER,Tatjana R,400,Freestyle,50,4:24.58
SCHOENMAKER,Tatjana R,400,Freestyle,25,4:26.00
SCHOENMAKER,Tatjana R,50,Backstroke,25,33.36
SCHOENMAKER,Tatjana R,50,Breaststroke,50,30.41
SCHOENMAKER,Tatjana R,50,Breaststroke,25,31.7
SCHOENMAKER,Tatjana R,100,Breaststroke,50,1:04.82
SCHOENMAKER,Tatjana R,100,Breaststroke,25,1:07.81
SCHOENMAKER,Tatjana R,200,Breaststroke,50,2:18.95
SCHOENMAKER,Tatjana R,200,Breaststroke,25,2:25.55
SCHOENMAKER,Tatjana R,50,Butterfly,50,29.51
SCHOENMAKER,Tatjana R,100,Medley,25,1:06.43
SCHOENMAKER,Tatjana R,200,Medley,50,2:16.79
SCHOENMAKER,Tatjana R,200,Medley,25,2:16.12
SCHOENMAKER,Tatjana R,100,Freestyle,25,58.77
SCHOENMAKER,Tatjana R,50,Breaststroke,25,32.06
SCHOENMAKER,Tatjana R,100,Breaststroke,50,1:07.16
SCHOENMAKER,Tatjana R,100,Breaststroke,25,1:09.51
SJOSTROM,Sarah,50,Freestyle,50,23.61
SJOSTROM,Sarah,50,Freestyle,25,23
SJOSTROM,Sarah,100,Freestyle,50,51.71
SJOSTROM,Sarah,100,Freestyle,25,50.58
SJOSTROM,Sarah,200,Freestyle,50,1:54.08
SJOSTROM,Sarah,200,Freestyle,25,1:50.43
SJOSTROM,Sarah,400,Freestyle,50,4:06.04
SJOSTROM,Sarah,400,Freestyle,25,4:02.33
SJOSTROM,Sarah,800,Freestyle,25,8:39.37
SJOSTROM,Sarah,50,Backstroke,50,27.8
SJOSTROM,Sarah,50,Backstroke,25,27.31
SJOSTROM,Sarah,100,Backstroke,50,59.98
SJOSTROM,Sarah,100,Backstroke,25,58.83
SJOSTROM,Sarah,200,Backstroke,50,2:21.35
SJOSTROM,Sarah,200,Backstroke,25,2:17.86
SJOSTROM,Sarah,50,Breaststroke,25,31.51
SJOSTROM,Sarah,100,Breaststroke,50,1:23.70
SJOSTROM,Sarah,100,Breaststroke,25,1:11.38
SJOSTROM,Sarah,200,Breaststroke,25,3:05.22
SJOSTROM,Sarah,50,Butterfly,50,24.43
SJOSTROM,Sarah,50,Butterfly,25,24.5
SJOSTROM,Sarah,100,Butterfly,50,55.48
SJOSTROM,Sarah,100,Butterfly,25,54.61
SJOSTROM,Sarah,200,Butterfly,50,2:12.22
SJOSTROM,Sarah,200,Butterfly,25,2:04.23
SJOSTROM,Sarah,100,Medley,25,57.1
SJOSTROM,Sarah,200,Medley,50,2:16.56
SJOSTROM,Sarah,200,Medley,25,2:08.17
SJOSTROM,Sarah,400,Medley,25,5:09.92
SJOSTROM,Sarah,50,Freestyle,25,22.94
SJOSTROM,Sarah,50,Freestyle,25,22.94
SJOSTROM,Sarah,100,Freestyle,50,51.91
SJOSTROM,Sarah,100,Freestyle,25,50.67
SJOSTROM,Sarah,200,Freestyle,50,1:53.64
SJOSTROM,Sarah,200,Freestyle,25,1:52.63
SJOSTROM,Sarah,50,Butterfly,50,24.83
SJOSTROM,Sarah,50,Butterfly,25,23.96
SJOSTROM,Sarah,100,Butterfly,50,55.03
SJOSTROM,Sarah,100,Butterfly,25,54.65
SMITH,Regan E,50,Freestyle,50,26.11
SMITH,Regan E,100,Freestyle,50,55.53
SMITH,Regan E,100,Freestyle,25,54.83
SMITH,Regan E,200,Freestyle,50,1:58.14
SMITH,Regan E,200,Freestyle,25,1:57.79
SMITH,Regan E,400,Freestyle,50,4:10.33
SMITH,Regan E,50,Backstroke,50,27.1
SMITH,Regan E,50,Backstroke,25,27.72
SMITH,Regan E,100,Backstroke,50,57.57
SMITH,Regan E,100,Backstroke,25,56.33
SMITH,Regan E,200,Backstroke,50,2:03.35
SMITH,Regan E,200,Backstroke,25,2:02.23
SMITH,Regan E,50,Butterfly,50,27.19
SMITH,Regan E,50,Butterfly,25,26.12
SMITH,Regan E,100,Butterfly,50,56.6
SMITH,Regan E,100,Butterfly,25,57.14
SMITH,Regan E,200,Butterfly,50,2:05.30
SMITH,Regan E,100,Medley,25,1:03.17
SMITH,Regan E,200,Medley,50,2:10.40
SMITH,Regan E,200,Freestyle,50,1:59.87
TITMUS,Ariarne,50,Freestyle,50,26.13
TITMUS,Ariarne,100,Freestyle,50,53.68
TITMUS,Ariarne,100,Freestyle,25,53.32
TITMUS,Ariarne,200,Freestyle,50,1:53.01
TITMUS,Ariarne,200,Freestyle,25,1:51.38
TITMUS,Ariarne,400,Freestyle,50,3:55.38
TITMUS,Ariarne,400,Freestyle,25,3:53.92
TITMUS,Ariarne,800,Freestyle,50,8:13.59
TITMUS,Ariarne,800,Freestyle,50,8:13.59
TITMUS,Ariarne,800,Freestyle,25,8:13.41
TITMUS,Ariarne,1500,Freestyle,50,16:09.87
TITMUS,Ariarne,200,Breaststroke,50,2:53.38
TITMUS,Ariarne,100,Butterfly,50,1:06.58
TITMUS,Ariarne,200,Butterfly,50,2:17.37
TITMUS,Ariarne,200,Medley,50,2:33.03
TITMUS,Ariarne,400,Medley,50,4:46.61
TITMUS,Ariarne,50,Freestyle,50,27.19
TITMUS,Ariarne,50,Freestyle,25,24.71
TITMUS,Ariarne,100,Freestyle,50,53.96
TITMUS,Ariarne,100,Freestyle,25,52.92
TITMUS,Ariarne,200,Freestyle,50,1:52.41
TITMUS,Ariarne,200,Freestyle,25,1:53.53
TITMUS,Ariarne,50,Butterfly,50,30.49
WELLBROCK,Sarah,50,Freestyle,50,27.22
WELLBROCK,Sarah,50,Freestyle,25,26.33
WELLBROCK,Sarah,100,Freestyle,50,57.07
WELLBROCK,Sarah,100,Freestyle,25,55.42
WELLBROCK,Sarah,200,Freestyle,50,1:58.56
WELLBROCK,Sarah,200,Freestyle,25,1:56.01
WELLBROCK,Sarah,400,Freestyle,50,4:03.96
WELLBROCK,Sarah,400,Freestyle,25,3:59.12
WELLBROCK,Sarah,800,Freestyle,50,8:16.43
WELLBROCK,Sarah,800,Freestyle,25,8:08.02
WELLBROCK,Sarah,1500,Freestyle,50,15:42.91
WELLBROCK,Sarah,1500,Freestyle,25,15:18.01
WELLBROCK,Sarah,5000,Freestyle,50,1:01:09.10
WELLBROCK,Sarah,50,Backstroke,50,31.75
WELLBROCK,Sarah,50,Backstroke,25,30.02
WELLBROCK,Sarah,100,Backstroke,50,1:07.68
WELLBROCK,Sarah,100,Backstroke,25,1:04.17
WELLBROCK,Sarah,200,Backstroke,50,2:21.82
WELLBROCK,Sarah,200,Backstroke,25,2:14.29
WELLBROCK,Sarah,100,Breaststroke,50,1:29.16
WELLBROCK,Sarah,100,Breaststroke,25,1:24.81
WELLBROCK,Sarah,50,Butterfly,50,29.63
WELLBROCK,Sarah,100,Butterfly,50,1:04.09
WELLBROCK,Sarah,100,Butterfly,25,1:14.32
WELLBROCK,Sarah,200,Butterfly,50,2:27.65
WELLBROCK,Sarah,200,Butterfly,25,2:32.00
WELLBROCK,Sarah,100,Medley,25,1:04.84
WELLBROCK,Sarah,200,Medley,50,2:21.19
WELLBROCK,Sarah,200,Medley,25,2:16.96
WELLBROCK,Sarah,400,Medley,50,4:53.28
WELLBROCK,Sarah,400,Medley,25,4:43.92
WELLBROCK,Sarah,800,Medley,50,11:22.36
WELLBROCK,Sarah,50,Freestyle,25,24.9
WELLBROCK,Sarah,100,Freestyle,50,55.45
WELLBROCK,Sarah,100,Freestyle,25,55.2
WELLBROCK,Sarah,200,Freestyle,50,1:57.18
WELLBROCK,Sarah,200,Freestyle,25,1:58.91
WELLBROCK,Sarah,50,Butterfly,25,33.19
WELLBROCK,Sarah,100,Butterfly,50,1:13.72
ZHANG,Yufei,50,Freestyle,50,24.15
ZHANG,Yufei,50,Freestyle,25,23.76
ZHANG,Yufei,100,Freestyle,50,53.34
ZHANG,Yufei,100,Freestyle,25,53.24
ZHANG,Yufei,200,Freestyle,50,1:57.36
ZHANG,Yufei,200,Freestyle,25,1:55.26
ZHANG,Yufei,400,Freestyle,25,3:59.51
ZHANG,Yufei,50,Butterfly,50,25.05
ZHANG,Yufei,50,Butterfly,25,24.71
ZHANG,Yufei,100,Butterfly,50,55.64
ZHANG,Yufei,100,Butterfly,25,55.87
ZHANG,Yufei,200,Butterfly,50,2:03.86
ZHANG,Yufei,200,Butterfly,25,2:03.01
ZHANG,Yufei,100,Medley,25,1:08.80
ZHANG,Yufei,400,Medley,25,4:46.30
ZHANG,Yufei,50,Freestyle,25,23.12
ZHANG,Yufei,100,Freestyle,50,52.84
ZHANG,Yufei,100,Freestyle,25,51.91
ZHANG,Yufei,200,Freestyle,50,1:55.66
ZHANG,Yufei,100,Butterfly,50,55.39
ZHANG,Yufei,100,Butterfly,25,54.93
ZHAO,Jing,50,Freestyle,50,25.9
ZHAO,Jing,200,Freestyle,25,2:02.86
ZHAO,Jing,50,Backstroke,50,27.06
ZHAO,Jing,50,Backstroke,25,25.82
ZHAO,Jing,100,Backstroke,50,58.98
ZHAO,Jing,100,Backstroke,25,56.18
ZHAO,Jing,200,Backstroke,50,2:07.87
ZHAO,Jing,200,Backstroke,25,2:07.71
ZHAO,Jing,100,Medley,25,58.4
ZHAO,Jing,200,Medley,50,2:16.00
ZHAO,Jing,200,Medley,25,2:17.82
ZHAO,Jing,400,Medley,50,4:56.41
ZHAO,Jing,100,Breaststroke,25,1:04.72
